Quote,all_tags
"Life is a song - sing it.
Life is a game - play it.
Life is a challenge - meet it.
Life is a dream - realize it.
Life is a sacrifice - offer it.
Life is love - enjoy it.","joy,optimism,love,realization"
"I exist not to be loved and admired, but to love and act. It is not the duty of those around me to love me. Rather, it is my duty to be concerned about the world, about man.","anger,curiosity,joy,disappointment,love,annoyance,admiration,confusion"
"All heaven's glory is within and so is hell's fierce burning.
You must yourself decide in which direction you are turning","admiration,confusion,love,curiosity"
Judge not unless you judge yourself,"admiration,joy,love"
There is no way to happiness. Happiness is the way.,"fear,optimism,curiosity"
"My body is my journal, and my tattoos are my story.","admiration,joy"
You must never be fearful of what you are doing when it is right.,"fear,annoyance"
"Nationalism is so beautiful for nationalists. At the same time, you are really opposed to the unification of the world.","admiration,confusion,love,curiosity"
"If you cut a branch out of my forests, I'd cut your head off!","desire,annoyance"
There are no dangerous thoughts; thinking it-self is dangerous.,"fear,sadness,disappointment,love"
"If you steal from one book you are condemned as a plagiarist, but if you steal from ten books you are considered a scholar, and if you steal from thirty or forty books, a distinguished scholar.",annoyance
War is over… If you want it.,desire
I dream big because I believe I am what I think I am,"desire,realization"
"It is, therefore, upon you as the programmer of your life, to pay more attention if you truly wish to succeed at the end of your journey.","optimism,disappointment"
What you spend years building may be destroyed overnight. Build anyway!,"disappointment,love,annoyance"
"People always said that I didn't give up my seat because I was tired, but that isn't true. I was not tired physically, or no more tired than I usually was at the end of a working day. I was not old, although some people have an image of me as being old then. I was forty-two. No, the only tired I was, was tired of giving in.","admiration,optimism,disappointment,realization"
"(We make the traffic stop) ""Stop the traffic…let 'em through…""",
Stand up for what you believe in even if you are standing alone.,"admiration,curiosity"
I believe in equal rights for everyone. I think God loves all,"joy,love"
"It's OK to eat fish
'Cos they don't have any feelings","optimism,disappointment,sadness,curiosity,desire,confusion"
"Music is enough for a lifetime, but a lifetime is not enough for music.","disappointment,sadness,annoyance"
"Since we all came from a women, got our name from a women, and our game from a women. I wonder why we take from women, why we rape our women, do we hate our women? I think its time we killed for our women, be real to our women, try to heal our women, cus if we dont we'll have a race of babies that will hate the ladies, who make the babies. And since a man can't make one he has no right to tell a women when and where to create one","anger,optimism,sadness,curiosity,desire,disappointment,annoyance,love,realization"
Rise to the challenges that life presents you. You can't develop genuine character and ability by sidestepping adversity and struggle.,"fear,optimism,love,nervousness,admiration"
"As a realist, you must give me the watch and not the time.",
"You say you love rain, but you use an umbrella to walk under it. You say you love sun, but you seek shelter when it is shining. You say you love wind, but when it comes you close your windows. So that's why I'm scared when you say you love me.","fear,joy,love,curiosity,confusion"
"Intellect takes you to the door, but it doesn't take you into the house.","fear,joy,amusement,realization"
A dream you dream alone is only a dream. A dream you dream together is reality.,"love,realization"
"Worry more about your character than your reputation. Character is what you are, reputation merely what others think you are.","fear,excitement"
"I am an optimist... I choose to be. There is a lot of darkness in our world, there is a lot of pain and you can choose to see that or you can choose to see the joy. If you try to respond positively to the world, you will spend your time better.","anger,optimism,sadness,curiosity,joy,love,annoyance,confusion"
".. When an individual, e. g. higher forms of animals, thinks, it is always for his own advantage whether the resulting action or expression is favorable or not to the onlookers or observers.","admiration,love,realization"
I was never really insane except upon occasions when my heart was touched.,"love,admiration,disappointment,realization"
"And so being young and dipped in folly, I fell in love with melancholy.","joy,love,sadness"
The biggest coward of a man is to awaken the love of a woman without the intention of loving her.,"desire,joy,optimism,love"
Music is the strongest form of magic.,"disappointment,love,sadness,annoyance,admiration"
"Hatred is like a Hydra - the more heads one chops off, the stronger it grows.","remorse,disgust,sadness,gratitude"
"I used to get upset by people not understanding me, but I’ve made a career out of it now.","disappointment,love"
A genius is born whenever he proves many facts wrong.,"disappointment,sadness"
"Hey guys, sorry I'm late, I'm afraid I got lost on the path of life.","fear,realization"
It's all true that education will make you intelligent. But it can't automatically make you a good person too.,"admiration,love,annoyance"
Sometimes life hits you in the head with a brick. Don’t lose faith.,"optimism,love"
"Your critics are your bestfriends, they push you to become the best version of yourself","admiration,disappointment,realization"
"Where is the wisdom we have lost in knowledge?
Where is the knowledge we have lost in infomation?","gratitude,admiration,confusion,curiosity"
"If slaughterhouses had glass walls, we would all be vegetarian.",
Your naked body should only belong to those who fall in love with your naked soul.,"joy,love"
I'd rather take coffee than compliments just now.,
"We’re gonna stay together until we die, I’m sure of it.","admiration,joy"
"I thought, “I want to die. I want to die more than ever before. There’s no chance now of a recovery. No matter what sort of thing I do, no matter what I do, it’s sure to be a failure, just a final coating applied to my shame. That dream of going on bicycles to see a waterfall framed in summer leaves—it was not for the likes of me. All that can happen now is that one foul, humiliating sin will be piled on another, and my sufferings will become only the more acute. I want to die. I must die. Living itself is the source of sin.","optimism,sadness,desire,disappointment,annoyance,love,admiration,confusion,realization"
"Communication is an essential factor in any type of relationship; friend, romantic, or business.","admiration,love"
"The party is Hitler, Hitler is Germany, and Germany is Hitler! Sieg heil!",
"I have a problem when people say something's real or not real, or normal or abnormal. The meaning of those words for me is very personal and subjective. I've always been confused and never had a clearcut understanding of the meaning of those kinds of words.","optimism,gratitude,joy,disappointment,nervousness,love,annoyance,admiration,confusion,realization"
"Why walk with half measures, animals know much more than people, above all because they feel more freely than most of these and, therefore, as Kafka says, they are possessors of all the knowledge about this life. They are just too humble to show it off.","excitement,love,curiosity,admiration,confusion,gratitude"
"If you loved someone, you loved him, and when you had nothing else to give, you still gave him love.","joy,love,curiosity,admiration,confusion"
"Heroes come and go, but legends are forever.","admiration,joy,excitement,surprise"
I used to think anyone doing anything weird was weird. Now I know that it is the people that call others weird that are weird.,"disgust,realization"
"If we would despise the enemy, our thoughts must always be of God and our souls always glad with hope.","sadness,optimism,disappointment,love"
"The fight is here. I need ammunition, not a ride.","admiration,joy"
"No one is afraid of heights, they're afraid of falling down. No one is afraid of saying I love you, they're afraid of the answer…","fear,joy,love,realization"
To play a wrong note is insignificant; to play without passion is inexcusable,"disappointment,sadness"
"Life is good, life is great.
Alaways love and never hate.
Break the rules, stand apart.
Ignore your head, and follow your heart.","joy,love,curiosity,admiration,realization"
"You see, but you do not observe.",
"For every album I’ve ever made, I’ve written many times more music than has actually been released, and the way I choose which music appears is almost totally random, but one thing I have never done is to make music for the sake of commercialism","fear,optimism,sadness,curiosity,joy,disappointment,annoyance,nervousness,love,confusion,realization"
"One love, one heart, one destiny.","realization,joy,love"
"I am not what happened to me, I am what I choose to become.","admiration,confusion,curiosity"
"People say ""Ted Bundy didn't show any emotion, there must be something in there"". I showed emotion. You know what people said? ""See, he really can get violent and angry.""",
"We’re confident people will take to us, because although the camp image has already been established by people like Bowie and Bolan we are taking it to another level.",optimism
"If it's illegal to rock and roll, then throw me in jail.","anger,optimism,annoyance"
"I would rather be ashes than dust! I would rather that my spark should burn out in a brilliant blaze than it should be stifled by dry-rot. I would rather be a superb meteor, every atom of me in magnificent glow, than a sleepy and permanent planet. The proper function of man is to live, not to exist. I shall not waste my days in trying to prolong them. I shall use my time.","anger,optimism,sadness,curiosity,desire,disappointment,annoyance,love,admiration,realization"
Being human is difficult. Some people make it more difficult than others. I was one of those people.,"sadness,annoyance"
The only person who is educated is the one who has learned how to learn and change.,"admiration,love,annoyance"
A genius will always go to bed after 2am,admiration
"I am still far from being what I want to be, but with God's help I shall succeed.","desire,optimism,disappointment"
"I always say that the times in my life when I've been happiest are the times when I've seen, like, a sunset.",joy
There are two sides to every story and the truth usually lies somewhere in the middle.,joy
Your Worst Enemy Could Be Your Best Friend && Your Best Friend Your Worst Enemy,
"If you want to make history, you have to do historic things.","desire,admiration"
"I have a dream that my four little children will one day live in a nation, where they won´t be judged by the color of their skin, but by the contente of their character.","optimism,admiration,joy,love,desire,realization"
The task of the teacher has come to an end and it is the right time for the student to outshine the master.,"disappointment,sadness,annoyance"
I want to paint the way a bird sings.,"desire,admiration"
Love is so short and forgetting is so long.,"joy,love"
"We have a choice, every single day that we wake up, of what we can put into the world, and I ask you to please choose love every single day.","joy,love,curiosity,desire,confusion"
It's my life and you know what? Nobody invited you so there's the door.,"joy,amusement"
"When I was older
I was a sailor
On an open sea
But now I'm underwater
And my skin is paler
Than it should ever be","admiration,realization"
Tell the sun and stars hello for me.,admiration
You can have more children only according to your ability to feed them.,"admiration,joy,excitement"
"With regard to the learning society, as I mentioned earlier, optimistically, people from all walks of life should be able to have equal access to education according to their needs and potentials.","optimism,amusement,joy,disappointment,annoyance,admiration"
"You gotta make a change. Its time for us as a people to start making some changes, lets change the way we eat, lets change the way we live, and lets change the way we treat each other. You see the old way wasn't working so its on us, to do what we gotta do to survive.","optimism,disappointment,sadness,desire,realization"
"Normality is a paved road: It’s comfortable to walk,﻿ but no flowers grow on it.","realization,admiration,optimism,love"
"The most painful thing is losing yourself in the process of loving someone too much, and forgetting that you are special too","optimism,sadness,curiosity,joy,disappointment,love,admiration,confusion"
That individual who reads useful books is no longer on the same plane of thinking as those who neglected them.,"fear,disappointment,sadness,annoyance"
You never know how strong you are until being strong is your only choice.,"admiration,optimism,realization"
"The real damage is done by those millions who want to ""survive."" The honest men who just want to be left in peace. Those who don't want their little lives disturbed by anything bigger than themselves. Those with no sides and no causes.","fear,desire,admiration,annoyance"
"My daughter was asked by a little old lady in a London hotel restaurant what her daddy did. She answered, “He’s a pirate” - I was very proud of that answer.","fear,anger,joy,love,annoyance,admiration,pride,realization"
Education is simply the act of gaining knowledge. Nothing to do with school.,"admiration,gratitude"
The secret of getting successful work out of your trained men lies in one nutshell—in the clearness of the instructions they receive.,"fear,admiration,realization"
"We believe in each other, that's enough for me.",
"The Sea, once it casts its spell, holds one in its net of wonder forever.","desire,disappointment,annoyance,gratitude"
"What I do when I write is that I'll do a raggedy, rough version just to hear the chorus, just to see how much I like the chorus. If it works for me that way when it's raggedy, then I'll know it will just work… Listen to that, that's at home. Janet, Randy, Me… Janet and I are going ""Whoo, Whoo… Whoo, Whoo…"" I do that same process with every song. It's the melody, it's the melody that's most important, If the melody can sell me, then I'll go to the next step. The idea is to transcribe from what's in your mentality onto tape. If you take a song like ""Billie Jean,"" Where the bass line is the prominent, dominant piece, the protagonist of the song, the main driving riff that you hear, getting the character of the riff to be just the way you want it to be, that takes a lot of time. Listen, you're hearing four basses on there, doing four different personalities, and that's what gives it character, but it takes a lot of work.","fear,optimism,sadness,desire,joy,disappointment,love,annoyance,admiration,realization"
"As long as I can make them laugh, it doesn’t matter how, I’ll be alright. If I succeed in that, the human beings probably won’t mind it too much if I remain outside their lives. The one thing I must avoid is becoming offensive in their eyes: I shall be nothing, the wind, the sky.","optimism,joy,sadness,annoyance,realization"
"My mama always used to tell me: 'If you can't find somethin' to live for, you best find somethin' to die for.",admiration
"If someone insults me, I only feel an infinite pity for him.","confusion,curiosity"
"The sin which is unpardonable is knowingly and wilfully to reject truth, to fear knowledge lest that knowledge pander not to thy prejudices.","fear,annoyance,remorse,admiration,gratitude"
"Follow your inner moonlight, don’t hide the madness.",love
"She's mad, but she's magic. There's no lie in her fire.","admiration,love,annoyance"
"I still feel like I'm 15 sometimes and then other times, I'm wanting to feel comfortable in my body and my skin.","admiration,love,curiosity,desire,confusion"
"I strongly believe that, as a citizen of the world, any person has the right to learn","love,curiosity,annoyance,admiration,confusion"
"Whenever you are alone, remind yourself that God has sent everyone else away so that there is only you and Him.","admiration,optimism,excitement"
Wisdom tells me I am nothing. Love tells me I am everything. And between the two my life flows.,"sadness,joy,disappointment,love"
"Whatever you do, make sure that you have those things that money can't buy",
"Being born is a blessing in itself. You have survived, despite all the odds.",admiration
"I guess living without love, without experiencing it or being able to give it is pretty strong punishment.","fear,joy,disappointment,love,sadness,admiration"
"Here we are, the most clever species ever to have lived. So how is it we can destroy the only planet we have?","admiration,curiosity"
Your eyes show the strength of your soul.,"sadness,admiration,love"
Sometimes it is the people no one can imagine anything of who do the things no one can imagine.,"sadness,love,curiosity"
A prophet is nothing without a new revelation.,
"I’m not mad. I’m in a perfectly happy mood, you asshole.","fear,joy,optimism,annoyance,curiosity"
We cannot underestimate the power of love in our lives. Only those who have been there will truly understand your feelings.,"joy,love,curiosity,confusion"
